NOC 2016  Version 1.3 Code,NOC 2016  Version 1.3 Title,Partial,SOC 2018 (US) Code,SOC 2018 (US) Title,Explanatory Notes
4412,"Home support workers, housekeepers and related occupations",*,31-1122,Personal Care Aides,Only personal care aides not accounted for in other relationships between this NOC code and SOC
4412,"Home support workers, housekeepers and related occupations",*,39-9099,"Personal Care and Service Workers, All Other",Only doulas 
4413,Elementary and secondary school teacher assistants,*,25-9042,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education","Only teaching assistants and aides, elementary, middle, and secondary school, except special education"
4413,Elementary and secondary school teacher assistants,*,25-9043,"Teaching Assistants, Special Education",Only assistants and aides in special education and needs 
4413,Elementary and secondary school teacher assistants,*,25-9049,"Teaching Assistants, All Other",Only teaching assistants not accounted for in other relationships between this NOC code and SOC
4413,Elementary and secondary school teacher assistants,*,33-9094,School Bus Monitors,Only school bus monitors
4421,Sheriffs and bailiffs,*,33-3011,Bailiffs,"Only bailiffs in courthouses and courtroom security, including escorting of prisoners to and from courts and correctional institutes "
4421,Sheriffs and bailiffs,*,33-3051,Police and Sheriff's Patrol Officers,Only sheriffs and bailiffs who serve legal processes of courts 
4421,Sheriffs and bailiffs,*,33-9099,"Protective Service Workers, All Other", Only sheriffs and bailiffs in protective services not accounted for in other relationships between this NOC code and SOC
4422,Correctional service officers,*,33-1011,First-Line Supervisors of Correctional Officers,"Only supervisors of correctional services officers, guards, and attendants "
4422,Correctional service officers,*,33-3012,Correctional Officers and Jailers,"Excluding supervisors of correctional services officers, guards and attendants "
4423,"By-law enforcement and other regulatory officers, n.e.c.",*,13-1041,Compliance Officers,Only by-law and other regulatory officers not elsewhere identified
4423,"By-law enforcement and other regulatory officers, n.e.c.",*,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",Only supervisors in by-law enforcement and animal control workers including Humane Societies
4423,"By-law enforcement and other regulatory officers, n.e.c.",*,33-3041,Parking Enforcement Workers,Only officers and workers in parking control 
4423,"By-law enforcement and other regulatory officers, n.e.c.",*,33-9011,Animal Control Workers,"Only inspectors and officers in animal control, including Humane Societies "
4423,"By-law enforcement and other regulatory officers, n.e.c.",*,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Only operators of weigh stations and highway scales 
4423,"By-law enforcement and other regulatory officers, n.e.c.",*,53-6051,Transportation Inspectors,"Only inspectors and officers in transport compliance, including weigh station operators "
5111,Librarians,,25-4022,Librarians and Media Collections Specialists,
5112,Conservators and Curators,*,25-4012,Curators,Only curators
5112,Conservators and Curators,*,25-4013,Museum Technicians and Conservators,Only museum technicians and conservators
5113,Archivists,,25-4011,Archivists,
5121,Authors and writers,*,27-3031,Public Relations Specialists,Only writers in publicity 
5121,Authors and writers,*,27-3042,Technical Writers,Only writers of technical materials 
5121,Authors and writers,*,27-3043,Writers and Authors,Excluding writers in publicity and writers of technical materials 
5122,Editors,,27-3041,Editors,
5123,Journalists,,27-3023,"News Analysts, Reporters, and Journalists",
5125,"Translators, terminologists and interpreters",,27-3091,Interpreters and Translators,
5131,"Producers, directors, choreographers and related occupations",*,13-1082,Project Management Specialists,"Only project management specialists in film, television, video game production, radio, dance and theatre production "
5131,"Producers, directors, choreographers and related occupations",*,27-2012,Producers and Directors,Only producers and directors
5131,"Producers, directors, choreographers and related occupations",*,27-2032,Choreographers,Only choreographers
5131,"Producers, directors, choreographers and related occupations",*,27-4032,Film and Video Editors,Only editors of films and videos
5132,"Conductors, composers and arrangers",,27-2041,Music Directors and Composers,
5133,Musicians and singers,,27-2042,Musicians and Singers,
5134,Dancers,,27-2031,Dancers,
5135,Actors and comedians,*,27-2011,Actors,Only actors
5135,Actors and comedians,*,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other","Only comedians, humourist and related occupations "
5136,"Painters, sculptors and other visual artists",,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",
5211,Library and public archive technicians,,25-4031,Library Technicians,
5212,Technical occupations related to museums and art galleries,*,25-4013,Museum Technicians and Conservators,Only technicians working in museum and art galleries
5212,Technical occupations related to museums and art galleries,*,39-7011,Tour Guides and Escorts,Only interpreters and interpretive guides
5221,Photographers,,27-4021,Photographers,
5222,Film and video camera operators,,27-4031,"Camera Operators, Television, Video, and Film",
5223,Graphic arts technicians,*,27-1014,Special Effects Artists and Animators,Only graphic art technicians in animation and special effects
5223,Graphic arts technicians,*,27-1024,Graphic Designers,Only graphic arts technicians not accounted for in other relationships between this NOC code and SOC
5223,Graphic arts technicians,*,51-9123,"Painting, Coating and Decorating Workers",Only sign and poster painters 
5224,Broadcast technicians,,27-4012,Broadcast Technicians,
5225,Audio and video recording technicians,*,27-4011,Audio and Video Technicians,Excluding technicians in sound engineering and recording
5225,Audio and video recording technicians,*,27-4014,Sound Engineering Technicians,Only technicians in sound engineering and recording
5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",*,27-1027,Set and Exhibit Designers,"Only managers, technicians, coordinators and related co-ordinating occupations in stage, motion pictures, television and performing arts sets "
5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",*,27-2012,Producers and Directors,"Only technical, talent and program managers, coordinators and directors in stage, motion pictures, television, radio television and performing arts "
5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",*,27-4015,Lighting Technicians,"Only technicians in lighting, including gaffers"
5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",*,39-3092,Costume Attendants,Only technical and coordinating occupations in costumes and wardrobes 
5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",*,39-5091,"Makeup Artists, Theatrical and Performance","Only make-up artists, including hairdressers "
5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",*,47-2111,Electricians,"Only electricians in motion pictures, broadcasting and the performing arts"
5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts",*,39-3021,Motion Picture Projectionists,Only motion picture and movie projectionists 
5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts",*,39-3092,Costume Attendants,"Only assistants and attendants in costumes and wardrobes, including wigs "
5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts",*,39-3099,"Entertainment Attendants and Related Workers, All Other","Only support occupations in motion pictures, broadcasting, photography and the performing arts not accounted for in other relationships between this NOC code and SOC"
5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts",*,49-9096,Riggers,"Only riggers and related workers in motion picture, broadcasting, photography and the performing arts"
5231,Announcers and other broadcasters,*,27-3011,Broadcast Announcers and Radio Disc Jockeys,"Only radio DJs and announcers in radio and television, including hosts and anchors "
5231,Announcers and other broadcasters,*,27-3023,"News Analysts, Reporters, and Journalists",Only those related occupations who announce information not accounted for in other relationships between this NOC code and SOC
5231,Announcers and other broadcasters,*,27-3099,"Media and Communication Workers, All Other","Only public address announcers, including sporting and other public events "
5232,"Other performers, n.e.c.",*,27-2091,"Disc Jockeys, Except Radio","Only disc jockeys (DJs and VJs), except radio"
5232,"Other performers, n.e.c.",*,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",Only performers not accounted for in other relationships between this NOC code and SOC
5232,"Other performers, n.e.c.",*,41-9012,Models,Only models 
5241,Graphic designers and illustrators,*,27-1011,Art Directors,"Only directors, chief illustrators and supervisors in graphic design "
5241,Graphic designers and illustrators,*,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators","Only illustrators, including cartoonists and caricaturist"
5241,Graphic designers and illustrators,*,27-1014,Special Effects Artists and Animators,Only multimedia artists and animators 
5241,Graphic designers and illustrators,*,27-1019,"Artists and Related Workers, All Other",Only calligraphers
5241,Graphic designers and illustrators,*,27-1024,Graphic Designers,Only graphic designers not accounted for in other relationships between this NOC code and SOC
5242,Interior designers and interior decorators,*,13-1082,Project Management Specialists,Only project management specialists in interior design 
5242,Interior designers and interior decorators,*,27-1025,Interior Designers,Only interior designers not related to project managements
5243,"Theatre, fashion, exhibit and other creative designers",*,27-1021,Commercial and Industrial Designers,"Only designers of graphic materials for use as ornamentation, illustration or advertising on manufactured materials "
5243,"Theatre, fashion, exhibit and other creative designers",*,27-1022,Fashion Designers,Only designers of clothing and accessories 
5243,"Theatre, fashion, exhibit and other creative designers",*,27-1026,Merchandise Displayers and Window Trimmers,"Only designers of displays, including merchandisers and window trimmers"
5243,"Theatre, fashion, exhibit and other creative designers",*,27-1027,Set and Exhibit Designers,"Only designers of exhibits and special events, and sets of film, video, television, and theater productions"
5243,"Theatre, fashion, exhibit and other creative designers",*,27-1029,"Designers, All Other",Only other creative designers in theater and fashion not accounted for in other relationships between this NOC code and SOC
5244,Artisans and craftspersons,*,27-1012,Craft Artists,"Only artisans, craft persons of and instructors for making handmade objects, including makers of musical instruments "
5244,Artisans and craftspersons,*,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",Only stain glass artists and designers 
5244,Artisans and craftspersons,*,27-1023,Floral Designers,Only floral designers and arrangers 
5244,Artisans and craftspersons,*,51-6051,"Sewers, Hand",Only sewers who sew by hand
5245,"Patternmakers - textile, leather and fur products",,51-6092,Fabric and Apparel Patternmakers,
5251,Athletes,*,27-2021,Athletes and Sports Competitors,Only athletes and sports competitors 
5251,Athletes,*,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other","Only competitors in gaming, including video games and gambling "
5252,Coaches,,27-2022,Coaches and Scouts,
5253,Sports officials and referees,,27-2023,"Umpires, Referees, and Other Sports Officials",
5254,"Program leaders and instructors in recreation, sport and fitness",*,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","Only lifeguards, ski patrol, and other recreational protective service workers"
5254,"Program leaders and instructors in recreation, sport and fitness",*,39-9031,Exercise Trainers and Group Fitness Instructors,"Only appraisers, instructors, leaders and trainers in sports and fitness "
5254,"Program leaders and instructors in recreation, sport and fitness",*,39-9032,Recreation Workers,"Only leaders, instructors and workers in recreation"
6211,Retail sales supervisors,*,41-1011,First-Line Supervisors of Retail Sales Workers,"Only retails sales supervisors, excluding gas station supervisors "
6211,Retail sales supervisors,*,53-1049,"First-Line Supervisors of Transportation Workers, All Other",Only supervisors of gas station attendants 
6221,Technical sales specialists - wholesale trade,*,41-1012,First-Line Supervisors of Non-Retail Sales Workers,"Only supervisors and managers of sales specialists for technical goods and services, wholesale trade"
6221,Technical sales specialists - wholesale trade,*,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Only sales specialists with technical or scientific educational accreditation related to product of service
6221,Technical sales specialists - wholesale trade,*,41-9031,Sales Engineers,Only technical sales specialists who require technical degree related to product or service
6222,Retail and wholesale buyers,*,13-1021,"Buyers and Purchasing Agents, Farm Products","Only buyers and purchasing agents of farm products, excluding grain"
6222,Retail and wholesale buyers,*,13-1022,"Wholesale and Retail Buyers, Except Farm Products","Only retail and wholesale buyers, excluding farm products"
6231,Insurance agents and brokers,*,41-1012,First-Line Supervisors of Non-Retail Sales Workers,Only supervisors of insurance agents and brokers 
6231,Insurance agents and brokers,*,41-3021,Insurance Sales Agents,Only insurance agents and brokers 
6232,Real estate agents and salespersons,*,41-1012,First-Line Supervisors of Non-Retail Sales Workers,Only supervisors of real estate agents 
6232,Real estate agents and salespersons,*,41-9022,Real Estate Sales Agents,Only real estate agents and salespersons 
6235,Financial sales representatives,*,13-2041,Credit Analysts,Only analysts and investigators of credit and loan applications 
6235,Financial sales representatives,*,13-2071,Credit Counselors,Only counsellors specializing in debt and loan consolidation
6235,Financial sales representatives,*,13-2072,Loan Officers,Only officers and agents of loan products and services 
6235,Financial sales representatives,*,43-4131,Loan Interviewers and Clerks,"Only loan and credit agents, officers, interviewers and investigators "
6235,Financial sales representatives,*,43-4141,New Accounts Clerks,Only associates and officers in personal banking services 
6311,Food service supervisors,,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,
6312,Executive housekeepers,,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,
6313,"Accommodation, travel, tourism and related services supervisors",*,39-1013,First-line Supervisors of Gambling Services Workers,Only supervisors of casino and gaming workers
6313,"Accommodation, travel, tourism and related services supervisors",*,39-1022,First-Line Supervisors of Personal Service Workers,"Only supervisors of accommodation, travel, tourism and related services, excluding casinos and gaming "
6314,Customer and information services supervisors,,43-1011,First-Line Supervisors of Office and Administrative Support Workers,
6315,Cleaning supervisors,,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,
6316,Other services supervisors,*,33-1091,First-Line Supervisors of Security Workers,"Only supervisors of guards, officers and workers in security services, including commissionaires "
6316,Other services supervisors,*,39-1014,"First-line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Only supervisors of entertainment and recreation workers
6316,Other services supervisors,*,39-1022,First-Line Supervisors of Personal Service Workers,Only other services supervisors not accounted for in other relationships between this NOC code and SOC
6321,Chefs,,35-1011,Chefs and Head Cooks,
6322,Cooks,*,35-2012,"Cooks, Institution and Cafeteria","Only cooks in institutions, including camps, ships and mess halls "
6322,Cooks,*,35-2013,"Cooks, Private Household",Only cooks in private homes
6322,Cooks,*,35-2014,"Cooks, Restaurant","Only cooks in restaurants, including banquets"
6322,Cooks,*,35-2015,"Cooks, Short Order",Only short order and grill cooks
6322,Cooks,*,35-2019,"Cooks, All Other",Only cooks not accounted for in other relationships between this NOC code and SOC
6331,"Butchers, meat cutters and fishmongers - retail and wholesale",*,51-3021,Butchers and Meat Cutters,Only butchers and meat cutters
6331,"Butchers, meat cutters and fishmongers - retail and wholesale",*,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers","Only retail and wholesale trimmers and cutters of meat, poultry, fish and seafood"
6332,Bakers,,51-3011,Bakers,
6341,Hairstylists and barbers,*,39-5011,Barbers,Only barbers 
6341,Hairstylists and barbers,*,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",Only hairstylists and hairdressers
6342,"Tailors, dressmakers, furriers and milliners",,51-6052,"Tailors, Dressmakers, and Custom Sewers",
6343,Shoe repairers and shoemakers,,51-6041,Shoe and Leather Workers and Repairers,
6344,"Jewellers, jewellery and watch repairers and related occupations",*,49-9064,Watch and Clock Repairers,Only repairers of watches and clocks
6344,"Jewellers, jewellery and watch repairers and related occupations",*,51-9071,Jewelers and Precious Stone and Metal Workers,"Only jewellers and jewellery repairers, including precious stone and metal workers "
6345,Upholsterers,,51-6093,Upholsterers,
6346,Funeral directors and embalmers,*,11-9171,Funeral Home Managers,Only directors of funeral homes 
6346,Funeral directors and embalmers,*,39-4011,Embalmers,Only embalmers 
6346,Funeral directors and embalmers,*,39-4031,"Morticians, Undertakers, and Funeral Arrangers","Only morticians, undertakers, and funeral arrangers"
6411,Sales and account representatives - wholesale trade (non-technical),*,41-3011,Advertising Sales Agents,Only sales representatives in advertising space 
6411,Sales and account representatives - wholesale trade (non-technical),*,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",Only sales representatives in services 
6411,Sales and account representatives - wholesale trade (non-technical),*,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Only non technical wholesale trade sales and account representative not accounted for in other relationships between this NOC code and SOC
6411,Sales and account representatives - wholesale trade (non-technical),*,41-9099,"Sales and Related Workers, All Other",Only auctioneers
6421,Retail salespersons,*,31-9095,Pharmacy Aides,Only clerks and salespersons in pharmacies
6421,Retail salespersons,*,41-2021,Counter and Rental Clerks,"Only clerks in repairs, rentals and services "
6421,Retail salespersons,*,41-2031,Retail Salespersons,"Only retail salespersons, excluding those in pharmacies and repairs, rentals and services "
6511,Maîtres d'hôtel and hosts/hostesses,,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",
6512,Bartenders,,35-3011,Bartenders,
6513,Food and beverage servers,*,35-3031,Waiters and Waitresses,Only food and beverage servers not accounted for in other relationships between this NOC code and SOC
6513,Food and beverage servers,*,35-3041,"Food Servers, Nonrestaurant","Only food and beverage servers outside a restaurants, including room service"
6521,Travel counsellors,,41-3041,Travel Agents,
6522,Pursers and flight attendants,*,13-1199,"Business Operations Specialists, All Other","Only pursers, including stewards, officers and directors, for ships and water transportation"
6522,Pursers and flight attendants,*,53-1044,First-Line Supervisors of Passenger Attendants,"Only supervisors of pursers, attendants and stewards "
6522,Pursers and flight attendants,*,53-2031,Flight Attendants,Only flight attendants 
6523,Airline ticket and service agents,*,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,"Only agents and representatives for airline passengers, baggage reservations and tickets "
6523,Airline ticket and service agents,*,43-5011,Cargo and Freight Agents,Only agents and tracers of airline cargo
6524,"Ground and water transport ticket agents, cargo service representatives and related clerks",*,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,"Only ticket agents for ground and water transport, including cruise lines and other accommodations "
6524,"Ground and water transport ticket agents, cargo service representatives and related clerks",*,43-5011,Cargo and Freight Agents,"Only agents, representatives and clerks in cargo and freight services (excluding airline)"
6525,Hotel front desk clerks,*,39-6012,Concierges,Only concierges and guest services agents and representatives
6525,Hotel front desk clerks,*,43-4081,"Hotel, Motel, and Resort Desk Clerks","Only hotel, motel, and resort clerks in front operations"
6531,Tour and travel guides,*,39-7011,Tour Guides and Escorts,Only tour guides and escorts
6531,Tour and travel guides,*,39-7012,Travel Guides,Only travel guides 
6532,Outdoor sport and recreational guides,*,39-7012,Travel Guides,Only guides in outdoor sport and recreational expeditions 
6532,Outdoor sport and recreational guides,*,39-7011,Tour Guides and Escorts,Only sports and recreational guides for day trips 
6533,Casino occupations,*,39-3011,Gambling Dealers,Only dealers and operators of gaming tables and games 
6533,Casino occupations,*,39-3012,Gambling and Sports Book Writers and Runners,"Only clerks, writers and runners at casinos "
6533,Casino occupations,*,39-3019,"Gambling Service Workers, All Other",Only casino workers not accounted for in other relationships between this NOC code and SOC
6533,Casino occupations,*,43-3041,Gambling Cage Workers,Only workers who establish and verify house credit accounts 
6541,Security guards and related security service occupations,*,13-1199,"Business Operations Specialists, All Other",Only mystery shoppers 
6541,Security guards and related security service occupations,*,19-4099,"Life, Physical, and Social Science Technicians, All Other",Only examiners and operators of polygraphs
6541,Security guards and related security service occupations,*,33-9021,Private Detectives and Investigators,"Only private investigators, inspector and detectives, excluding gambling operations "
6541,Security guards and related security service occupations,*,33-9031,Gambling Surveillance Officers and Gambling Investigators,"Only investigators, inspectors, detectives, monitors and officers in gambling operations"
6541,Security guards and related security service occupations,*,33-9032,Security Guards,"Only guards, officer and related workers in security"
6541,Security guards and related security service occupations,*,33-9091,Crossing Guards and Flaggers,Only crossing guards
6541,Security guards and related security service occupations,*,33-9093,Transportation Security Screeners,"Only screeners, guards and officers in transportation, including passenger, baggage and cargo screeners "
6541,Security guards and related security service occupations,*,33-9099,"Protective Service Workers, All Other",Only security guards and related security service workers not accounted for in other relationships between this NOC code and SOC
6551,Customer services representatives - financial institutions,,43-3071,Tellers,
6552,Other customer and information services representatives,*,43-4051,Customer Service Representatives,Only other customer and information services representatives not accounted for in other relationships between this NOC code and SOC
6552,Other customer and information services representatives,*,43-4151,Order Clerks,Only order clerks 
6561,"Image, social and other personal consultants",*,27-3031,Public Relations Specialists,Excluding consultants and advisers for weight loss and personal improvement 
6561,"Image, social and other personal consultants",*,29-1128,Exercise Physiologists,Only consultants and advisers for weight loss and personal improvement 
6562,"Estheticians, electrologists and related occupations",*,27-1019,"Artists and Related Workers, All Other",Only artists creating tattoos 
6562,"Estheticians, electrologists and related occupations",*,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",Only workers specializing in cosmetology 
6562,"Estheticians, electrologists and related occupations",*,39-5092,Manicurists and Pedicurists,Only manicurists and pedicurists
6562,"Estheticians, electrologists and related occupations",*,39-5093,Shampooers,"Only shampooers and assistants to hairstylists, hairdressers and barbers, including scalp treatment specialists "
6562,"Estheticians, electrologists and related occupations",*,39-5094,Skincare Specialists,"Only skincare specialists, including electrologists"
6563,Pet groomers and animal care workers,*,39-2011,Animal Trainers,"Only master, handlers and trainers of dogs "
6563,Pet groomers and animal care workers,*,39-2021,Animal Caretakers,"Excluding masters, handlers and trainers of dogs "
6564,Other personal service occupations,*,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other","Only other personal service workers, excluding rickshaw drivers "
6564,Other personal service occupations,*,53-6099,"Transportation Workers, All Other",Only rickshaw drivers
6611,Cashiers,*,41-2011,Cashiers,"Only cashiers, excluding those in casinos and other gambling venues"
6611,Cashiers,*,41-2012,Gambling Change Persons and Booth Cashiers,Only cashiers and change persons in casinos and other gambling venues
6621,Service station attendants,,53-6031,Automotive and Watercraft Service Attendants,
6622,"Store shelf stockers, clerks and order fillers",*,53-7064,"Packers and Packagers, Hand","Only packers, baggers and bag clerks in retail establishments "
6622,"Store shelf stockers, clerks and order fillers",*,53-7065,Stockers and Order Fillers,Only store stockers and order clerks and fillers 
6623,Other sales related occupations,*,41-9011,Demonstrators and Product Promoters,Only demonstrators and product promoters 
6623,Other sales related occupations,*,41-9041,Telemarketers,Only telemarketers and telephone sales agents 
6623,Other sales related occupations,*,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Only door-to-door salespersons and news and street vendors
6623,Other sales related occupations,*,41-9099,"Sales and Related Workers, All Other",Only other sales related occupations not accounted for in other relationships between this NOC code and SOC
6711,"Food counter attendants, kitchen helpers and related support occupations",*,35-2011,"Cooks, Fast Food",Only fast food cooks
6711,"Food counter attendants, kitchen helpers and related support occupations",*,35-2021,Food Preparation Workers,"Only food preparers, assemblers and helpers who prepare food other than cooking"
6711,"Food counter attendants, kitchen helpers and related support occupations",*,35-3023,Fast Food and Counter Workers,"Only baristas, and assistants, attendants, counter clerks, and runners in fast foods "
6711,"Food counter attendants, kitchen helpers and related support occupations",*,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,"Only bussers and helpers in dining rooms, cafeterias and kitchens "
6711,"Food counter attendants, kitchen helpers and related support occupations",*,35-9021,Dishwashers,Only dishwashers 
6711,"Food counter attendants, kitchen helpers and related support occupations",*,35-9099,"Food Preparation and Serving Related Workers, All Other","Only food counter attendants, kitchen helpers and related support workers not accounted for in other relationships between this NOC code and SOC"
6721,"Support occupations in accommodation, travel and facilities set-up services",*,39-6011,Baggage Porters and Bellhops,"Only luggage attendants, baggage handlers, bellhops, porters of baggage, including room set-up "
6721,"Support occupations in accommodation, travel and facilities set-up services",*,53-6061,Passenger Attendants,"Only passenger attendants aboard ships, buses and trains and in stations and terminals"
6722,"Operators and attendants in amusement, recreation and sport",,39-3091,Amusement and Recreation Attendants,
6731,Light duty cleaners,,37-2012,Maids and Housekeeping Cleaners,
6732,Specialized cleaners,*,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","Excluding chimney sweeps, building pressure washers and cleaners of vehicles and equipment, and septic tank cleaners"
6732,Specialized cleaners,*,37-2019,"Building Cleaning Workers, All Other",Only chimney sweeps and pressure washers 
6732,Specialized cleaners,*,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,Only cleaners of septic tanks
6732,Specialized cleaners,*,53-7061,Cleaners of Vehicles and Equipment,Only cleaners of vehicles and equipment 
6733,"Janitors, caretakers and building superintendents",*,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","Excluding workers, caretakers, handy persons, operators in general building maintenance"
6733,"Janitors, caretakers and building superintendents",*,49-9071,"Maintenance and Repair Workers, General","Only workers, caretakers, handy persons, operators in general building maintenance"
6741,"Dry cleaning, laundry and related occupations",*,51-6011,Laundry and Dry-Cleaning Workers,"Excluding workers who iron, press and finish garments and other articles, also excluding flatwork"
6741,"Dry cleaning, laundry and related occupations",*,51-6021,"Pressers, Textile, Garment, and Related Materials","Only workers who iron, press and finish garments and other articles, including flatwork"
6742,"Other service support occupations, n.e.c.",*,39-3031,"Ushers, Lobby Attendants, and Ticket Takers","Only ushers, lobby attendants and ticket takers at entertainment events "
6742,"Other service support occupations, n.e.c.",*,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",Only attendants and checkers of temporarily checked items 
6742,"Other service support occupations, n.e.c.",*,39-4012,Crematory Operators,"Only operators and attendants of crematoriums, including cremators "
6742,"Other service support occupations, n.e.c.",*,39-4021,Funeral Attendants,Only attendants in funeral homes 
6742,"Other service support occupations, n.e.c.",*,39-9099,"Personal Care and Service Workers, All Other","Only support workers in other support services occupations, who are not elsewhere classified "
6742,"Other service support occupations, n.e.c.",*,41-2011,Cashiers,Only attendants and toll collectors in toll booths and turnstiles 
6742,"Other service support occupations, n.e.c.",*,53-6021,Parking Attendants,"Only attendants, jockeys and valets of motor vehicles "
7201,"Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",*,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,"Only supervisors, forepersons and contractors of metal construction tradespersons, apprentices, helpers and labourers, including structural iron and steel, boilermaker and sheet metal workers"
7201,"Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",*,51-1011,First-Line Supervisors of Production and Operating Workers,"Excluding supervisors, forepersons and contractors of metal construction tradespersons, apprentices, machine operators, helpers and labourers, also excluded are structural iron and steel, boilermaker and sheet metal workers"
7202,"Contractors and supervisors, electrical trades and telecommunications occupations",*,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,"Only supervisors, forepersons, and contractors of electricians, apprentices, helpers and labourers "
7202,"Contractors and supervisors, electrical trades and telecommunications occupations",*,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers","Excluding supervisors, forepersons, and contractors of electricians, apprentices, helpers and labourers"
7203,"Contractors and supervisors, pipefitting trades",,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,
7204,"Contractors and supervisors, carpentry trades",,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,
7205,"Contractors and supervisors, other construction trades, installers, repairers and servicers",*,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,"Only contractors, supervisors and forepersons of construction tradespersons, apprentices, helpers and labourers, including insulators, waterproofers, and septic tank servicers and sewer pipe cleaners "
7205,"Contractors and supervisors, other construction trades, installers, repairers and servicers",*,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers","Excluding contractors, supervisors and forepersons of construction tradespersons, apprentices, helpers and labourers, also excluded are waterproofers, and septic tank servicers and sewer pipe cleaners "
7231,Machinists and machining and tooling inspectors,*,51-4041,Machinists,"Only machinists, excluding those who primarily program and operate computer numerically controlled (CNC) equipment"
7231,Machinists and machining and tooling inspectors,*,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Only inspectors in machining and tooling
7231,Machinists and machining and tooling inspectors,*,51-9161,Computer Numerically Controlled Tool Operators,Only machinists who primarily program and operate computer numerically controlled (CNC) equipment
7232,Tool and die makers,*,51-4061,"Model Makers, Metal and Plastic","Only model makers, metal and plastics "
7232,Tool and die makers,*,51-4062,"Patternmakers, Metal and Plastic","Only patternmakers, , metal and plastics "
7232,Tool and die makers,*,51-4111,Tool and Die Makers,"Only tool and die makers, excluding patternmakers and model makers, metal and plastics "
7233,Sheet metal workers,,47-2211,Sheet Metal Workers,
7234,Boilermakers,,47-2011,Boilermakers,
7235,Structural metal and platework fabricators and fitters,*,47-2221,Structural Iron and Steel Workers,"Excluding fabricators and plate fitters of metal parts of structural metal products, and fitters, fabricators and platers, and apprentices in ship building, fitting and plating"
7235,Structural metal and platework fabricators and fitters,*,51-2041,Structural Metal Fabricators and Fitters,Only fabricators and plate fitters of metal parts of structural metal products
7235,Structural metal and platework fabricators and fitters,*,51-4192,"Layout Workers, Metal and Plastic","Only fitters, fabricators, platers, and apprentices in ship building, fitting and plating"
7236,Ironworkers,*,47-2171,Reinforcing Iron and Rebar Workers,Only workers in reinforcing iron and rebar
7236,Ironworkers,*,47-2221,Structural Iron and Steel Workers,Only workers in structural iron and steel 
7237,Welders and related machine operators,*,51-4121,"Welders, Cutters, Solderers, and Brazers",Only welders who operate welding equipment 
