onet_soc_code,onet_plus_title,soc_2018,noc_2016,noc_2021,noc_plus_title,w_1,w_2,w_3,path_weight
19-1021.00,19-1021.00: Biochemists and Biophysicists,19-1021,2112,21101,21101: Chemists,1,0.5,1,0.5
19-2021.00,19-2021.00: Atmospheric and Space Scientists,19-2021,2112,21101,21101: Chemists,1,0.3333333333333333,1,0.3333333333333333
19-2042.00,"19-2042.00: Geoscientists, Except Hydrologists and Geographers",19-2042,2113,21102,21102: Geoscientists and oceanographers,1,1,1,1
19-2043.00,19-2043.00: Hydrologists,19-2043,2113,21102,21102: Geoscientists and oceanographers,1,1,1,1
19-2021.00,19-2021.00: Atmospheric and Space Scientists,19-2021,2114,21103,21103: Meteorologists and climatologists,1,0.3333333333333333,1,0.3333333333333333
19-2032.00,19-2032.00: Materials Scientists,19-2032,2115,21109,21109: Other professional occupations in physical sciences,1,1,1,1
19-2099.01,19-2099.01: Remote Sensing Scientists and Technologists,19-2099,2115,21109,21109: Other professional occupations in physical sciences,1,1,1,1
19-1013.00,19-1013.00: Soil and Plant Scientists,19-1013,2115,21109,21109: Other professional occupations in physical sciences,1,0.5,1,0.5
19-1011.00,19-1011.00: Animal Scientists,19-1011,2121,21110,21110: Biologists and related scientists,1,1,1,1
19-1023.00,19-1023.00: Zoologists and Wildlife Biologists,19-1023,2121,21110,21110: Biologists and related scientists,1,1,1,1
19-1029.01,19-1029.01: Bioinformatics Scientists,19-1029,2121,21110,21110: Biologists and related scientists,1,1,1,1
19-1029.02,19-1029.02: Molecular and Cellular Biologists,19-1029,2121,21110,21110: Biologists and related scientists,1,1,1,1
19-1029.03,19-1029.03: Geneticists,19-1029,2121,21110,21110: Biologists and related scientists,1,1,1,1
19-1029.04,19-1029.04: Biologists,19-1029,2121,21110,21110: Biologists and related scientists,1,1,1,1
19-1012.00,19-1012.00: Food Scientists and Technologists,19-1012,2121,21110,21110: Biologists and related scientists,1,0.5,1,0.5
19-1013.00,19-1013.00: Soil and Plant Scientists,19-1013,2121,21110,21110: Biologists and related scientists,1,0.5,1,0.5
19-1022.00,19-1022.00: Microbiologists,19-1022,2121,21110,21110: Biologists and related scientists,1,0.5,1,0.5
19-2041.00,"19-2041.00: Environmental Scientists and Specialists, Including Health",19-2041,2121,21110,21110: Biologists and related scientists,1,0.5,1,0.5
19-2041.01,19-2041.01: Climate Change Policy Analysts,19-2041,2121,21110,21110: Biologists and related scientists,1,0.5,1,0.5
19-2041.02,19-2041.02: Environmental Restoration Planners,19-2041,2121,21110,21110: Biologists and related scientists,1,0.5,1,0.5
19-2041.03,19-2041.03: Industrial Ecologists,19-2041,2121,21110,21110: Biologists and related scientists,1,0.5,1,0.5
21-1091.00,21-1091.00: Health Education Specialists,21-1091,4165,21110,21110: Biologists and related scientists,1,1,0.3333333333333333,0.3333333333333333
21-1094.00,21-1094.00: Community Health Workers,21-1094,4165,21110,21110: Biologists and related scientists,1,1,0.3333333333333333,0.3333333333333333
13-1041.00,13-1041.00: Compliance Officers,13-1041,4165,21110,21110: Biologists and related scientists,1,0.16666666666666666,0.3333333333333333,0.05555555555555555
13-1041.01,13-1041.01: Environmental Compliance Inspectors,13-1041,4165,21110,21110: Biologists and related scientists,1,0.16666666666666666,0.3333333333333333,0.05555555555555555
13-1041.03,13-1041.03: Equal Opportunity Representatives and Officers,13-1041,4165,21110,21110: Biologists and related scientists,1,0.16666666666666666,0.3333333333333333,0.05555555555555555
13-1041.04,13-1041.04: Government Property Inspectors and Investigators,13-1041,4165,21110,21110: Biologists and related scientists,1,0.16666666666666666,0.3333333333333333,0.05555555555555555
13-1041.06,13-1041.06: Coroners,13-1041,4165,21110,21110: Biologists and related scientists,1,0.16666666666666666,0.3333333333333333,0.05555555555555555
13-1041.07,13-1041.07: Regulatory Affairs Specialists,13-1041,4165,21110,21110: Biologists and related scientists,1,0.16666666666666666,0.3333333333333333,0.05555555555555555
13-1041.08,13-1041.08: Customs Brokers,13-1041,4165,21110,21110: Biologists and related scientists,1,0.16666666666666666,0.3333333333333333,0.05555555555555555
19-1032.00,19-1032.00: Foresters,19-1032,2122,21111,21111: Forestry professionals,1,1,1,1
19-1031.00,19-1031.00: Conservation Scientists,19-1031,2123,21112,"21112: Agricultural representatives, consultants and specialists",1,1,1,1
19-1031.02,19-1031.02: Range Managers,19-1031,2123,21112,"21112: Agricultural representatives, consultants and specialists",1,1,1,1
19-1031.03,19-1031.03: Park Naturalists,19-1031,2123,21112,"21112: Agricultural representatives, consultants and specialists",1,1,1,1
25-9021.00,25-9021.00: Farm and Home Management Educators,25-9021,2123,21112,"21112: Agricultural representatives, consultants and specialists",1,0.5,1,0.5
19-5012.00,19-5012.00: Occupational Health and Safety Technicians,19-5012,2263,21120,21120: Public and environmental health and safety professionals,1,1,0.5,0.5
19-5011.00,19-5011.00: Occupational Health and Safety Specialists,19-5011,2263,21120,21120: Public and environmental health and safety professionals,1,0.5,0.5,0.25
17-1011.00,"17-1011.00: Architects, Except Landscape and Naval",17-1011,2151,21200,21200: Architects,1,1,1,1
17-1012.00,17-1012.00: Landscape Architects,17-1012,2152,21201,21201: Landscape architects,1,1,1,1
19-3051.00,19-3051.00: Urban and Regional Planners,19-3051,2153,21202,21202: Urban and land use planners,1,0.5,1,0.5
17-1022.00,17-1022.00: Surveyors,17-1022,2154,21203,21203: Land surveyors,1,1,1,1
17-1022.01,17-1022.01: Geodetic Surveyors,17-1022,2154,21203,21203: Land surveyors,1,1,1,1
15-2011.00,15-2011.00: Actuaries,15-2011,2161,21210,"21210: Mathematicians, statisticians and actuaries",1,1,1,1
15-2021.00,15-2021.00: Mathematicians,15-2021,2161,21210,"21210: Mathematicians, statisticians and actuaries",1,1,1,1
15-2031.00,15-2031.00: Operations Research Analysts,15-2031,2161,21210,"21210: Mathematicians, statisticians and actuaries",1,1,1,1
15-2041.00,15-2041.00: Statisticians,15-2041,2161,21210,"21210: Mathematicians, statisticians and actuaries",1,1,1,1
15-2041.01,15-2041.01: Biostatisticians,15-2041,2161,21210,"21210: Mathematicians, statisticians and actuaries",1,1,1,1
15-2099.01,15-2099.01: Bioinformatics Technicians,15-2099,2161,21210,"21210: Mathematicians, statisticians and actuaries",1,1,1,1
19-1041.00,19-1041.00: Epidemiologists,19-1041,2161,21210,"21210: Mathematicians, statisticians and actuaries",1,0.3333333333333333,1,0.3333333333333333
15-1221.00,15-1221.00: Computer and Information Research Scientists,15-1221,2173,21211,21211: Data scientists,1,1,0.5,0.5
15-1242.00,15-1242.00: Database Administrators,15-1242,2172,21211,21211: Data scientists,1,1,0.5,0.5
15-1243.00,15-1243.00: Database Architects,15-1243,2172,21211,21211: Data scientists,1,1,0.5,0.5
15-1243.01,15-1243.01: Data Warehousing Specialists,15-1243,2172,21211,21211: Data scientists,1,1,0.5,0.5
15-2051.01,15-2051.01: Business Intelligence Analysts,15-2051,2172,21211,21211: Data scientists,1,1,0.5,0.5
15-2051.02,15-2051.02: Clinical Data Managers,15-2051,2172,21211,21211: Data scientists,1,1,0.5,0.5
15-1252.00,15-1252.00: Software Developers,15-1252,2173,21211,21211: Data scientists,1,0.5,0.5,0.25
15-1211.00,15-1211.00: Computer Systems Analysts,15-1211,2171,21211,21211: Data scientists,1,1,0.2,0.2
15-1211.01,15-1211.01: Health Informatics Specialists,15-1211,2171,21211,21211: Data scientists,1,1,0.2,0.2
15-1212.00,15-1212.00: Information Security Analysts,15-1212,2171,21211,21211: Data scientists,1,1,0.2,0.2
15-1253.00,15-1253.00: Software Quality Assurance Analysts and Testers,15-1253,2171,21211,21211: Data scientists,1,0.5,0.2,0.1
15-1211.00,15-1211.00: Computer Systems Analysts,15-1211,2171,21220,21220: Cybersecurity specialists,1,1,0.2,0.2
15-1211.01,15-1211.01: Health Informatics Specialists,15-1211,2171,21220,21220: Cybersecurity specialists,1,1,0.2,0.2
15-1212.00,15-1212.00: Information Security Analysts,15-1212,2171,21220,21220: Cybersecurity specialists,1,1,0.2,0.2
15-1253.00,15-1253.00: Software Quality Assurance Analysts and Testers,15-1253,2171,21220,21220: Cybersecurity specialists,1,0.5,0.2,0.1
15-1211.00,15-1211.00: Computer Systems Analysts,15-1211,2171,21221,21221: Business systems specialists,1,1,0.2,0.2
15-1211.01,15-1211.01: Health Informatics Specialists,15-1211,2171,21221,21221: Business systems specialists,1,1,0.2,0.2
15-1212.00,15-1212.00: Information Security Analysts,15-1212,2171,21221,21221: Business systems specialists,1,1,0.2,0.2
15-1253.00,15-1253.00: Software Quality Assurance Analysts and Testers,15-1253,2171,21221,21221: Business systems specialists,1,0.5,0.2,0.1
15-1211.00,15-1211.00: Computer Systems Analysts,15-1211,2171,21222,21222: Information systems specialists,1,1,0.2,0.2
15-1211.01,15-1211.01: Health Informatics Specialists,15-1211,2171,21222,21222: Information systems specialists,1,1,0.2,0.2
15-1212.00,15-1212.00: Information Security Analysts,15-1212,2171,21222,21222: Information systems specialists,1,1,0.2,0.2
15-1253.00,15-1253.00: Software Quality Assurance Analysts and Testers,15-1253,2171,21222,21222: Information systems specialists,1,0.5,0.2,0.1
15-1242.00,15-1242.00: Database Administrators,15-1242,2172,21223,21223: Database analysts and data administrators,1,1,0.5,0.5
15-1243.00,15-1243.00: Database Architects,15-1243,2172,21223,21223: Database analysts and data administrators,1,1,0.5,0.5
15-1243.01,15-1243.01: Data Warehousing Specialists,15-1243,2172,21223,21223: Database analysts and data administrators,1,1,0.5,0.5
15-2051.01,15-2051.01: Business Intelligence Analysts,15-2051,2172,21223,21223: Database analysts and data administrators,1,1,0.5,0.5
15-2051.02,15-2051.02: Clinical Data Managers,15-2051,2172,21223,21223: Database analysts and data administrators,1,1,0.5,0.5
15-1251.00,15-1251.00: Computer Programmers,15-1251,2174,21230,21230: Computer systems developers and programmers,1,1,0.3333333333333333,0.3333333333333333
15-1252.00,15-1252.00: Software Developers,15-1252,2174,21230,21230: Computer systems developers and programmers,1,0.5,0.3333333333333333,0.16666666666666666
15-1221.00,15-1221.00: Computer and Information Research Scientists,15-1221,2173,21231,21231: Software engineers and designers,1,1,0.5,0.5
15-1252.00,15-1252.00: Software Developers,15-1252,2173,21231,21231: Software engineers and designers,1,0.5,0.5,0.25
15-1251.00,15-1251.00: Computer Programmers,15-1251,2174,21232,21232: Software developers and programmers,1,1,0.3333333333333333,0.3333333333333333
15-1252.00,15-1252.00: Software Developers,15-1252,2174,21232,21232: Software developers and programmers,1,0.5,0.3333333333333333,0.16666666666666666
15-1254.00,15-1254.00: Web Developers,15-1254,2175,21233,21233: Web designers,1,1,0.5,0.5
15-1255.01,15-1255.01: Video Game Designers,15-1255,2175,21233,21233: Web designers,1,1,0.5,0.5
15-1211.00,15-1211.00: Computer Systems Analysts,15-1211,2171,21233,21233: Web designers,1,1,0.2,0.2
15-1211.01,15-1211.01: Health Informatics Specialists,15-1211,2171,21233,21233: Web designers,1,1,0.2,0.2
15-1212.00,15-1212.00: Information Security Analysts,15-1212,2171,21233,21233: Web designers,1,1,0.2,0.2
15-1253.00,15-1253.00: Software Quality Assurance Analysts and Testers,15-1253,2171,21233,21233: Web designers,1,0.5,0.2,0.1
15-1254.00,15-1254.00: Web Developers,15-1254,2175,21234,21234: Web developers and programmers,1,1,0.5,0.5
15-1255.01,15-1255.01: Video Game Designers,15-1255,2175,21234,21234: Web developers and programmers,1,1,0.5,0.5
15-1251.00,15-1251.00: Computer Programmers,15-1251,2174,21234,21234: Web developers and programmers,1,1,0.3333333333333333,0.3333333333333333
15-1252.00,15-1252.00: Software Developers,15-1252,2174,21234,21234: Web developers and programmers,1,0.5,0.3333333333333333,0.16666666666666666
17-2051.00,17-2051.00: Civil Engineers,17-2051,2131,21300,21300: Civil engineers,1,1,1,1
17-2051.01,17-2051.01: Transportation Engineers,17-2051,2131,21300,21300: Civil engineers,1,1,1,1
17-2051.02,17-2051.02: Water/Wastewater Engineers,17-2051,2131,21300,21300: Civil engineers,1,1,1,1
17-2081.00,17-2081.00: Environmental Engineers,17-2081,2131,21300,21300: Civil engineers,1,1,1,1
17-2141.00,17-2141.00: Mechanical Engineers,17-2141,2132,21301,21301: Mechanical engineers,1,1,1,1
17-2141.01,17-2141.01: Fuel Cell Engineers,17-2141,2132,21301,21301: Mechanical engineers,1,1,1,1
17-2141.02,17-2141.02: Automotive Engineers,17-2141,2132,21301,21301: Mechanical engineers,1,1,1,1
17-2161.00,17-2161.00: Nuclear Engineers,17-2161,2132,21301,21301: Mechanical engineers,1,1,1,1
17-2071.00,17-2071.00: Electrical Engineers,17-2071,2133,21310,21310: Electrical and electronics engineers,1,1,1,1
17-2072.00,"17-2072.00: Electronics Engineers, Except Computer",17-2072,2133,21310,21310: Electrical and electronics engineers,1,0.5,1,0.5
17-2072.01,17-2072.01: Radio Frequency Identification Device Specialists,17-2072,2133,21310,21310: Electrical and electronics engineers,1,0.5,1,0.5
15-1241.00,15-1241.00: Computer Network Architects,15-1241,2147,21311,21311: Computer engineers (except software engineers and designers),1,1,1,1
15-1241.01,15-1241.01: Telecommunications Engineering Specialists,15-1241,2147,21311,21311: Computer engineers (except software engineers and designers),1,1,1,1
17-2061.00,17-2061.00: Computer Hardware Engineers,17-2061,2147,21311,21311: Computer engineers (except software engineers and designers),1,1,1,1
17-2072.00,"17-2072.00: Electronics Engineers, Except Computer",17-2072,2147,21311,21311: Computer engineers (except software engineers and designers),1,0.5,1,0.5
17-2072.01,17-2072.01: Radio Frequency Identification Device Specialists,17-2072,2147,21311,21311: Computer engineers (except software engineers and designers),1,0.5,1,0.5
17-2041.00,17-2041.00: Chemical Engineers,17-2041,2134,21320,21320: Chemical engineers,1,1,1,1
17-2031.00,17-2031.00: Bioengineers and Biomedical Engineers,17-2031,2134,21320,21320: Chemical engineers,1,0.5,1,0.5
17-2111.00,"17-2111.00: Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",17-2111,2141,21321,21321: Industrial and manufacturing engineers,1,1,1,1
17-2111.02,17-2111.02: Fire-Prevention and Protection Engineers,17-2111,2141,21321,21321: Industrial and manufacturing engineers,1,1,1,1
17-2112.00,17-2112.00: Industrial Engineers,17-2112,2141,21321,21321: Industrial and manufacturing engineers,1,1,1,1
17-2112.01,17-2112.01: Human Factors Engineers and Ergonomists,17-2112,2141,21321,21321: Industrial and manufacturing engineers,1,1,1,1
17-2112.02,17-2112.02: Validation Engineers,17-2112,2141,21321,21321: Industrial and manufacturing engineers,1,1,1,1
17-2112.03,17-2112.03: Manufacturing Engineers,17-2112,2141,21321,21321: Industrial and manufacturing engineers,1,1,1,1
17-2131.00,17-2131.00: Materials Engineers,17-2131,2142,21322,21322: Metallurgical and materials engineers,1,1,1,1
17-2151.00,"17-2151.00: Mining and Geological Engineers, Including Mining Safety Engineers",17-2151,2143,21330,21330: Mining engineers,1,0.5,1,0.5
17-2151.00,"17-2151.00: Mining and Geological Engineers, Including Mining Safety Engineers",17-2151,2144,21331,21331: Geological engineers,1,0.5,1,0.5
